,Anfang,Ende,RES,EE,Wechsel_EE-RES,Delta_t,Delta_E,LV_kurz,LV_lang,P_kurz,P_lang,Anteil_kurz,Anteil_lang
120,3374,3413,159075.92167543154,-62529.95222959782,3382,39,96545.96944583373,62529.95222959782,221605.87390502935,1603.332108451226,5682.201895000752,0.22007063692126713,0.779929363078733
121,3413,3423,57169.69992377905,-1523.977509951621,3414,10,55645.72241382743,1523.977509951621,58693.67743373067,152.39775099516208,5869.367743373067,0.0253078189673261,0.974692181032674
122,3423,3502,174361.30578394776,-386128.22974752524,3462,79,-211766.9239635775,174361.30578394776,-560489.535531473,2207.105136505668,-7094.804247233836,0.23727441812794559,0.7627255818720543
123,3502,3508,2689.672529198574,-292.3162968959441,3505,6,2397.35623230263,292.3162968959441,2981.988826094518,48.719382815990684,496.99813768241967,0.08927582675281286,0.9107241732471871
124,3508,3518,43336.150959783234,-6989.490892377151,3510,10,36346.66006740608,6989.490892377151,50325.641852160385,698.949089237715,5032.564185216039,0.12194843765834756,0.8780515623416524
125,3518,3567,65206.03163348185,-380474.39842829545,3559,49,-315268.3667948136,65206.03163348185,-445680.4300617773,1330.7353394588133,-9095.518980852597,0.1276331171844144,0.8723668828155856
126,3567,3592,32415.391374584182,-198743.25570097976,3584,25,-166327.8643263956,32415.391374584182,-231158.64707556393,1296.6156549833672,-9246.345883022557,0.12298400694238011,0.8770159930576198
127,3592,3646,186954.36836942227,-11809.933227967522,3595,54,175144.43514145474,11809.933227967522,198764.3015973898,218.70246718458372,3680.820399951663,0.05608441715465453,0.9439155828453455
128,3646,3663,83649.21190183432,-13892.300998726107,3654,17,69756.91090310822,13892.300998726107,97541.51290056042,817.1941763956534,5737.736052974143,0.12466863075584865,0.8753313692441513
129,3663,3680,58.24408010170191,-52319.78224992735,3679,17,-52261.53816982565,58.24408010170191,-52378.02633002905,3.426122358923642,-3081.06037235465,0.0011107593970003076,0.9988892406029998
130,3680,3711,13200.316042729864,-71995.24352014533,3703,31,-58794.92747741547,13200.316042729864,-85195.55956287519,425.81664653967306,-2748.2438568669418,0.13415517633726834,0.8658448236627317
131,3711,3781,29824.297580405233,-809603.1027692454,3777,70,-779778.8051888401,29824.297580405233,-839427.4003496506,426.06139400578905,-11991.82000499501,0.03431031271083584,0.9656896872891642
132,3781,3808,46388.84069819672,-255244.14672622032,3799,27,-208855.3060280236,46388.84069819672,-301632.98742441705,1718.105211044323,-11171.59212683026,0.13329290564456542,0.8667070943554346
133,3808,3831,27405.777157013817,-238593.66852677215,3822,23,-211187.89136975832,27405.777157013817,-265999.44568378595,1191.5555285658181,-11565.193290599389,0.09340589404532876,0.9065941059546712
134,3831,3877,1675.8315042227678,-576484.7429049149,3875,46,-574808.9114006921,1675.8315042227678,-578160.5744091377,36.43111965701669,-12568.708139329081,0.0028901798630304896,0.9971098201369695
135,3877,3905,47870.96058381105,-244927.83741543774,3895,28,-197056.8768316267,47870.96058381105,-292798.7979992488,1709.6771637075376,-10457.0999285446,0.14052013534432783,0.8594798646556722
136,3905,3929,77095.24795127795,-32577.39104026094,3910,24,44517.856911017014,32577.39104026094,109672.6389915389,1357.391293344206,4569.693291314121,0.2290150029000226,0.7709849970999775
137,3929,3952,59320.93783069869,-6549.663850051838,3932,23,52771.27398064685,6549.663850051838,65870.60168075052,284.7679934805147,2863.939203510892,0.09043965528220942,0.9095603447177905
138,3952,3985,67320.52745031561,-189373.5240844391,3965,33,-122052.99663412348,67320.52745031561,-256694.0515347547,2040.0159833428972,-7778.607622265294,0.20777005670913826,0.7922299432908618
139,3985,4001,39316.310542627114,-1224.7822362483666,3989,16,38091.52830637875,1224.7822362483666,40541.09277887548,76.54888976552292,2533.8182986797174,0.029324950951102085,0.970675049048898
140,4001,4022,53016.12056786966,-195752.6032123799,4016,21,-142736.48264451025,53016.12056786966,-248768.72378024957,2524.577169898555,-11846.129703821407,0.175675225448743,0.824324774551257
141,4022,4046,60663.90211762414,-210254.98158322505,4040,24,-149591.0794656009,60663.90211762414,-270918.8837008492,2527.662588234339,-11288.286820868716,0.18295250752502845,0.8170474924749715
142,4046,4070,48278.08896133867,-176222.6619167534,4064,24,-127944.57295541473,48278.08896133867,-224500.75087809208,2011.5870400557778,-9354.197953253837,0.17698619507934416,0.8230138049206558
143,4070,4093,30484.20582471334,-218992.55131143477,4089,23,-188508.34548672143,30484.20582471334,-249476.7571361481,1325.400253248406,-10846.815527658613,0.10888734451515311,0.8911126554848469
144,4093,4171,355210.0928430755,-195265.64187613234,4110,78,159944.45096694317,195265.64187613234,550475.7347192079,2503.4056650786197,7057.3812143488185,0.26184096525207134,0.7381590347479287
145,4171,4177,4863.027729278063,-9450.64714507477,4173,6,-4587.6194157967075,4863.027729278063,-14313.674874352833,810.5046215463439,-2385.6124790588055,0.2535904023644452,0.7464095976355548
146,4177,4180,148.12245060226996,-2952.03302448916,4179,3,-2803.9105738868902,148.12245060226996,-3100.15547509143,49.37415020075665,-1033.38515836381,0.045600300833444546,0.9543996991665554
147,4180,4193,54841.50892308412,-14788.619023105934,4182,13,40052.88989997818,14788.619023105934,69630.12794619006,1137.5860787004565,5356.163688168466,0.17518169309578493,0.8248183069042151
148,4193,4225,35084.40761826925,-151791.4922260563,4206,32,-116707.08460778704,35084.40761826925,-186875.89984432556,1096.387738070914,-5839.871870135174,0.15806613362247998,0.84193386637752
149,4225,4243,67997.09517732498,-64.18980961003217,4226,18,67932.90536771495,64.18980961003217,68061.28498693502,3.566100533890676,3781.1824992741676,0.0009422291705376493,0.9990577708294623
150,4243,4249,6948.70203511615,-15369.348272196072,4246,6,-8420.646237079922,6948.70203511615,-22318.050307312224,1158.1170058526916,-3719.675051218704,0.23742648155198726,0.7625735184480128
151,4249,4263,65949.6690799168,-30088.623637327113,4254,14,35861.04544258969,30088.623637327113,96038.29271724391,2149.187402666222,6859.878051231708,0.23855830703686795,0.7614416929631321
